"session_id","user_id","cluster","avg_key_press_duration","flight_time","error_rate","typing_speed_chars_per_sec","mouse_avg_speed","mouse_acceleration","click_rate","scroll_speed","latitude","longitude","location_accuracy_m","login_hour","session_duration_min","time_since_last_login_min","num_active_apps","total_usage_min","foreground_switch_count","is_anomaly"
23,1,"slow_typist",0.670544024266847,0.251150490095396,5,2.19998840003298,17.7568203454499,-0.198891229823647,1,6.43828251260204,51.5004268966526,-0.123115639225265,3,19,60.704708854029,129.157028736064,0,12.9065966115705,0,1
24,1,"slow_typist",0.477953845088254,0.476030733213683,1,2.14103071707747,13.1535953463131,0.217773800482677,0,10.3431365537434,51.501888254142,-0.121892521595417,13.009696509269,23,6.94453408917297,111.487734019232,0,46.891479234955,0,0
25,2,"mobile_worker",0.281405054627709,0.295643090143996,1,3.39248354505982,72.4871132343519,0.98762159692245,4,19.7767163130572,28.596606563574,77.2162448463064,7.99580788197828,2,7.75359299307748,8.71435639712223,2,36.9942527368176,2,1
26,2,"mobile_worker",0.18914359077557,0.135882058699136,0,3.01813614043093,89.9671855065432,0.235915810833645,6,21.4746109348547,28.6229504788729,77.2108004119066,3,10,56.9854939232619,18.543537971734,4,56.2365849853631,4,1
27,2,"mobile_worker",0.165538305839149,0.104740632256739,2,3.28502606678246,63.6120451690412,0.155008850710866,2,11.789469280464,28.6217212728259,77.2030971660956,5.15297509729862,6,4.93510825076861,99.070520867179,1,26.5991800661039,2,1
28,2,"mobile_worker",0.13627407712728,0.212130057974729,1,3.51847079076021,35.2679462247192,0.00370910633034212,3,15.9685377816048,28.6162588720467,77.2312818856295,5.32359756994992,6,4.45147065450916,203.646568433692,2,3.1293756110483,3,1
29,2,"mobile_worker",0.479515596973582,0.15417679773843,3,2.49609822535243,90.3037441763436,-0.278855682338393,1,23.8397318370197,28.5988173822924,77.2148524772208,13.7294299337537,9,24.6351529904739,103.659096754976,5,129.093679578993,5,1
30,2,"mobile_worker",0.147117959282228,0.0975791876208717,0,4.69127941756305,79.9848388991806,-0.788753545419102,3,22.970764919467,28.5996666957124,77.2118012919901,6.82713653892279,19,24.5575119935537,64.2322047194518,5,11.5067907136916,5,1
31,2,"mobile_worker",0.303240328237437,0.179587182576476,1,3.69779009511616,56.8953624541816,-0.56322615514468,4,13.7862772982669,28.6171892009621,77.2024386118426,9.9312685164652,14,6.20658019124701,80.4964644106266,1,11.4896028373331,3,1
32,2,"mobile_worker",0.293010620786005,0.212511444963601,2,3.51482214315869,32.2166272628568,1.206659749424,2,12.7583318566485,28.6104138315204,77.1926227193866,4.17639235500246,11,13.7367721866616,159.051447697006,3,5.18960430971857,1,1
33,2,"mobile_worker",0.274157435826818,0.115908723557353,1,3.15667232598726,86.1442902319389,-0.125497906043894,0,13.0198672078632,28.6015510916784,77.2115369495722,19.6441147468033,15,5.54696581853382,2.71675266417093,4,6.73725544384972,2,1
34,2,"mobile_worker",0.173574393449497,0.147067463547007,3,3.37357329398012,80.0800948918799,-0.598806441430959,5,18.3910413701247,28.6159608046917,77.2051956054632,3.58945719432086,9,39.827353064313,53.5579966417403,2,12.5903236982631,3,1
35,2,"mobile_worker",0.236383389885413,0.112426776791625,3,3.16921796716201,38.0085146224235,0.549423270059794,4,19.8818915717128,28.6152720928573,77.2267347877221,23.2703492219064,18,14.5475527689572,155.245343579844,2,22.2445273786689,4,1
36,2,"mobile_worker",0.449156160415429,0.191689772992409,2,1.89290446357176,83.8647076520867,-0.213894107291901,0,21.1579527867118,28.6298591690604,77.2261904718696,3,12,15.6005946962978,301.085437023418,5,50.2064162068525,3,1
37,3,"office_fast",0.21182003959798,0.0672374152929038,0,5.90884776961795,25.9752070154349,0.725823374915593,3,13.8790802862799,40.7489174809969,-73.9803992360447,3,15,38.6363946194522,71.3019411355814,3,14.8836405664931,2,1
38,3,"office_fast",0.0865515199554588,0.12441582233153,10,1.3872742166817,76.6397557717685,0.297740380329768,1,5.83614530249724,41.2496508695923,-74.5814239967986,7.06764824226498,11,6.33267496543071,129.02317227033,1,33.9435225655261,2,1
39,3,"office_fast",0.191586481491271,0.084573426761878,1,4.32981633851754,25.0985027594491,0.25822470300404,3,14.9532764114591,40.7515130827677,-73.979713553195,12.2321822280906,15,5.07207520929667,90.47923497781,3,10.965253219943,5,1
40,3,"office_fast",0.1438058230738,0.117950267330535,0,6.42139120146107,15.2360406698477,1.55095602189939,1,6.07698644629565,40.7489568766218,-73.9804357800546,23.847005868933,14,34.3748784809517,21.4000794083003,4,16.5196006338232,4,0
41,3,"office_fast",0.149811098320098,0.113468387903986,0,5.92399667167153,23.5058753924258,1.06106869725663,1,17.2798004182507,40.7514318760976,-73.9826915746063,8.22204771537071,15,10.7627009361861,8.85214976156991,3,41.6475988189342,2,0
42,3,"office_fast",0.201796933316789,0.0827171040759418,0,4.4275496788215,17.8775577811071,1.4113184977441,1,5.61233349722,40.7509356610841,-73.9760449400111,7.69456642637861,14,13.8581387229276,32.9628488799891,5,12.7990965121428,1,0
43,3,"office_fast",0.131764159091207,0.0528897743598,0,5.58964913393164,36.9273776558032,-1.92802779774071,0,15.7582339427668,40.7486332473886,-73.979635538953,3,19,4.40577216042276,117.366403012397,5,20.2072744132224,4,1
44,3,"office_fast",0.110296728585393,0.100396716655627,1,5.31689689676798,19.9130482025621,1.6006253208896,0,14.6652354962625,40.7506224669967,-73.9802251804566,4.89936507772654,8,11.2467966107445,109.367185877847,5,30.8442277872169,1,0
45,3,"office_fast",0.163445617298295,0.0838828612275928,0,4.62980702363238,34.1992190682619,0.61277433278126,2,7.05498000417302,40.7524682615625,-73.9811064488118,13.3058939683707,12,13.2156643015141,42.64316555756,2,1.49094152957597,1,1
46,3,"office_fast",0.169937282436475,0.04980268301457,0,6.26153658045095,51.4172908165963,0.091016451574786,4,12.8454870641543,40.7495805730484,-73.9822715041599,3,14,25.821018229251,109.649758153548,3,10.5505745082338,2,1
47,3,"office_fast",0.179494963871796,0.1089180969391,1,4.4566205963742,37.9057966524238,-1.09017426144611,1,8.50578374344689,40.7515155319545,-73.9812840632008,4.49310649186373,14,9.05178999115202,99.316796991194,7,5.9676008645619,4,1
48,3,"office_fast",0.195880487985871,0.0870822004020069,0,4.66113693035847,31.9559548766757,-0.848039185310058,2,17.5960618986299,40.7495413042141,-73.9821597424868,3,19,37.559485968133,472.695974798379,6,35.998441401232,4,1
49,4,"office_fast",0.120052578967274,0.103710870299606,0,5.51022626870029,11.9291249399227,0.0372419104705128,0,4.74375135510143,40.7505105366713,-73.9794012549231,3,15,24.0784078443454,80.0836067996423,7,17.0971948009787,3,0
50,4,"office_fast",0.155692285295706,0.0737062161505806,0,5.87210174430614,19.2300449938668,-0.337062369653777,0,7.46243511551793,40.7472123593828,-73.9797951989722,3,10,25.3852366757978,310.988453487102,5,54.3688886273432,1,0
51,4,"office_fast",0.137356970703909,0.132558798779206,0,5.49339807454883,19.0099883244937,-0.18874695090209,2,11.9969487590521,40.7450137275572,-73.9771229749979,3.83415271993726,1,14.5719902140275,40.9414599723855,1,11.0091114980933,1,0
52,4,"office_fast",0.126088769139567,0.0619512721817752,0,5.9283946064944,21.5877493599447,0.718689965799493,2,9.8779488893616,40.7515559179407,-73.9781161709673,18.4011147907915,6,26.3694052373226,57.9909020996436,6,107.373610937697,2,0
53,4,"office_fast",0.155619287411044,0.0937221017656828,1,4.86147914173029,22.3944310548894,1.22732199599795,0,9.66673594891635,40.7488141811211,-73.9789161726809,18.0071918471696,4,25.5386403922838,61.6442138924629,4,42.8049509362712,2,0
54,4,"office_fast",0.103218385597539,0.073963113240904,1,5.50148025934791,16.7623469242423,-0.0573909016476489,0,5.50798341069792,40.7472137539338,-73.9784256666114,19.9638665831628,9,15.0271668459898,36.7802334711857,1,3.10595534303431,0,0
55,4,"office_fast",0.161377508294963,0.0663327612430308,0,6.22105528838736,15.0384613002463,0.726227104851273,2,9.79724430954497,40.7503435220472,-73.9819107785654,22.6922000893455,19,26.4366949999731,193.430636550773,6,21.3359954979816,4,0
56,4,"office_fast",0.153528525025252,0.117978688152791,0,5.91288409938915,26.7083063702639,-0.463084946779846,0,10.3387378604754,40.7481678443551,-73.979429352245,3,12,13.8478860737276,6.75060419295777,2,19.3071660651256,0,0
57,4,"office_fast",0.119469370273221,0.227174893630257,1,5.43175576967009,26.9404723372621,-0.195046925510652,2,9.9762867340028,40.7500075944075,-73.977314898141,3,15,1.14113494181545,209.919684660594,2,32.6669450349145,2,1
58,4,"office_fast",0.130735498327625,0.0585860134858358,1,4.56284971991591,14.9414203526149,-0.0476330748417655,1,6.3129655765963,40.7500902101471,-73.9802169783178,10.8441005270453,12,26.2152203118965,105.181498937142,2,10.9812901451185,0,0
59,4,"office_fast",0.153639478167279,0.0913173601571213,0,6.08271845169938,25.429600932403,-0.10770643672179,1,17.1800567810093,40.7498486324266,-73.9781645030856,11.5366866714777,7,17.8679135366379,57.0463481897481,5,40.3921215489549,3,0
60,4,"office_fast",0.240268317676501,0.0809391743455435,2,4.19364083268964,26.4974349870818,-0.791353445361127,2,8.56818037089272,40.748232247775,-73.9821450292236,9.86849487717164,18,3.94615463665077,43.1590468518323,3,33.5832354225512,4,1
61,5,"multitasker",0.193019121399638,0.183385446684018,1,3.77119528354586,46.5731851568941,-0.225261862593235,2,14.7290995026862,19.0750250652511,72.8688879220135,4.0619426779449,1,49.3701100575207,121.338755743514,3,35.7527066529963,3,1
62,5,"multitasker",0.274765445862204,0.28581726127291,0,3.98818995148896,35.3279222016296,0.56131304711469,5,20.524179507204,19.0705162130197,72.8692102977516,32.7223693562632,5,15.1988687146985,44.3206709162144,3,22.9257494195625,3,1
63,5,"multitasker",0.139427151963827,0.139807836621957,2,3.75581189534894,41.009205037696,-0.194451558831491,4,20.2708159293307,19.06575525536,72.8738648946081,6.16916636022438,10,17.2694580660327,76.2326859041913,7,26.8431432497662,10,1
64,5,"multitasker",0.234935604807006,0.129295123931375,1,3.72950357354029,19.8710344149426,0.521977262590878,4,15.3855373343271,19.0608341595001,72.8698358875954,9.63473204124165,8,8.843143115989,61.0942894219997,7,32.3192445029548,5,0
65,5,"multitasker",0.164620468452034,0.140908137162125,4,3.62342798439032,69.1459385578677,0.574950488554712,3,28.5493137135728,19.0732219746995,72.8767148836765,3,20,2.51954155215601,53.9206826238181,4,3.25747742592529,5,1
66,5,"multitasker",0.304800421515663,0.0929145672549494,1,3.4772253372846,36.161331351429,-0.0759591946555082,4,21.0240029572386,19.0641956907282,72.8695672986945,5.28292894829065,22,7.34165428173572,144.355207798133,3,18.4621229867923,6,0
67,5,"multitasker",0.134972803006908,0.113699698752292,2,3.65677308591496,90.1644650484665,-0.405654375145641,5,42.8188390705491,19.0829060344922,72.8764213815654,18.9240586749258,18,4.81850237675198,20.8255753959065,6,17.480401274575,6,1
68,5,"multitasker",0.207233853762477,0.184360566198685,2,3.10346049091958,22.7015080217172,-0.393203447754066,5,37.3785502101014,19.0569653605477,72.8647541521431,11.1058177235992,18,5.37295557437913,183.055285587822,1,41.7071793742863,3,1
69,5,"multitasker",0.187463351973736,0.135663280754067,3,2.70713056634148,76.6794538595163,-0.128691558104596,8,26.1289249704159,19.0666050612824,72.871004751713,3,23,34.2551888211586,155.038452754005,6,7.26073221587827,7,1
70,5,"multitasker",0.319221777692265,0.189314108976447,1,3.59683811887798,40.3339398542473,-0.082248657552298,4,15.5833511800777,19.0760859701527,72.8778001598677,3,13,14.5434931677991,54.2206320316831,3,20.0792436609302,6,1
71,5,"multitasker",0.106446229199295,0.152671524107075,2,3.37692332930839,41.4836473955737,1.04430163778808,3,13.4701911433312,19.0652862602296,72.8766775887852,3,15,23.9602328684179,36.349787537828,6,29.7362202085405,7,1
72,5,"multitasker",0.183429274375842,0.146537713896936,1,3.72700816137223,16.7959380233614,2.49980710419339,7,16.299442593439,19.0722981832916,72.8712453183,8.2945403079958,8,22.5225098266342,249.005222690101,5,24.3010769516115,8,1
73,6,"office_fast",0.104037802814569,0.108156046755458,1,6.12653007381259,25.6200705508706,1.13459504703517,2,7.04068942006716,40.7485885713159,-73.9818414371598,3,18,6.47354682058415,102.189004974688,6,8.77468646480506,5,0
74,6,"office_fast",0.183333158082052,0.09130938091153,1,4.72051143455915,21.1678731327572,0.826818647219808,2,12.8447946865941,40.7488786073175,-73.9766484684134,3.33193188067526,18,2.28805318499983,192.304288133764,2,17.8226683345269,2,0
75,6,"office_fast",0.118082211747574,0.0952355128244363,2,5.0181428881168,15.803842684162,-0.438634196105926,0,8.23663208570079,40.7474984164117,-73.9760017822911,3,7,17.0543135281984,173.665448744411,5,56.2236995933363,3,0
76,6,"office_fast",0.173877424283606,0.070129238149692,0,5.70563922199792,24.4171186859163,-0.552940162858419,1,7.42943861638003,40.7518870100332,-73.9808042042768,15.0328121139648,4,24.5558430975109,140.48647818715,2,12.2252456075844,2,0
77,6,"office_fast",0.124139935665058,0.134465603363993,0,4.79016875417247,26.169515170145,1.51317074528957,1,12.3851146155238,40.7492227882907,-73.9794037784848,24.3667499522183,11,11.0281630313471,217.246898156329,1,17.8763405093943,0,1
78,6,"office_fast",0.128847671583602,0.106784078632757,1,4.6884826857933,15.2155733623658,-0.171835828611709,0,7.8883111092211,40.7474705067668,-73.9817373115799,3,14,11.2103957662809,65.7493919548376,6,83.6624183942569,1,0
79,6,"office_fast",0.102555843527764,0.123866307419905,1,4.89899344212572,27.247344369675,-0.203225579887783,3,9.37451379054482,40.7514354372849,-73.982119037396,3,2,15.9081015823594,85.2249135867721,2,5.77745156175144,3,0
80,6,"office_fast",0.146978081324825,0.0778167268898393,1,5.08242579079415,18.5454451198091,1.47346500187186,3,9.08995350524904,40.7518333624708,-73.9785207580443,4.95229545049369,13,4.04568713529868,32.4802232355808,5,31.0260161446923,6,0
81,6,"office_fast",0.153113431020657,0.127863172725202,0,5.64462590760982,21.0680998878619,0.0854622992555078,0,10.213639398842,40.7512115206777,-73.979027294631,9.17525813872826,18,11.4245398796638,55.0794771242207,4,72.8522611815282,2,0
82,6,"office_fast",0.1397270133484,0.0763751157727533,0,5.89653324008824,22.5217285476379,0.473613574477576,1,8.07743646402299,40.7512763704032,-73.9827544075583,11.037930836481,17,3.08515852053056,0.634176096675018,3,24.2090455799084,4,1
83,6,"office_fast",0.122958687062892,0.115011689838885,0,5.84220303009625,26.9575285125439,0.779390496893095,2,14.5778193796018,40.7497413581918,-73.9772872635134,13.698611203161,10,28.7529503679413,10.128386919137,3,28.7118366813162,1,1
84,6,"office_fast",0.123254185039558,0.174285843304485,1,5.16359049282549,11.5264455068922,1.26295997402145,0,5.54343668251994,40.7494026662849,-73.9837951018472,4.6656643319875,19,19.0495344638045,54.2784439897949,5,49.1197247634688,2,0
85,7,"mobile_worker",0.428391093168389,0.172852529269952,0,3.35949738539306,45.7872766039623,-0.552435809696406,3,14.5045272091546,28.6022479533986,77.2147113630148,3,11,17.1462837207643,22.2871770336131,4,3.65350889916664,4,1
86,7,"mobile_worker",0.287615951103163,0.0960827487720682,3,3.13716093225027,114.610084897578,-0.978876188649274,2,19.8747238781155,28.6043717645383,77.206679635567,3,10,8.4633287311921,65.7227885195418,3,12.2034662974658,2,1
87,7,"mobile_worker",0.179007535619639,0.168494342574712,5,2.42633154114247,79.0606241931645,-0.558675728545814,5,23.2227668299125,28.5823192138915,77.2114382657886,3,21,5.18287103226932,123.580359973207,5,23.5336436555064,8,1
88,7,"mobile_worker",0.172991777020733,0.144310943165388,4,2.55903641278683,68.0645226028759,0.345643755856227,4,19.8284532677641,28.6083646519675,77.2178469215656,17.0709889373722,6,9.76309322632788,247.340361995394,5,16.0949282148277,4,1
89,7,"mobile_worker",0.37110429053036,0.218027848659302,0,3.53666567468586,56.353106844728,-1.49172884444798,3,9.19033086024041,28.6093459415466,77.2006288824122,7.45492281350208,21,4.43804890479638,153.107962460568,2,46.7230075894723,2,1
90,7,"mobile_worker",0.297021489609289,0.124411012314975,1,3.03820876997843,29.6899969812576,-1.11653647168665,6,10.2513684958745,28.6271067088744,77.1919777811873,21.2428087542269,14,24.076047047874,35.1488347827224,2,5.35749612707525,6,1
91,7,"mobile_worker",0.200919126968912,0.141368970895758,2,3.4098366069007,69.2937199125312,0.262628613425562,0,19.0061412711345,28.5981991411241,77.2083564081354,3,8,2.82649449004042,90.7270746284256,3,29.7371266347451,1,1
92,7,"mobile_worker",0.138268677453378,0.392491349976378,1,2.99387640976051,65.6363965170924,0.828924670245863,3,18.5377315855689,28.6231176463288,77.2123963195861,4.39291862305254,9,28.6900482574864,92.6852254762413,5,12.2752929803634,3,1
93,7,"mobile_worker",0.181896848829774,0.288226716696353,0,4.49634703435729,40.8319191216891,0.0103898020793007,7,12.054872720343,28.6158178056782,77.1969513653332,3,10,10.5895525046351,28.9218171112118,1,15.5677663936194,3,1
94,7,"mobile_worker",0.787955578361736,0.146499820513156,1,2.19793569185478,39.5956764115913,0.678057459107654,2,14.2881247979793,28.6014656297733,77.2236310008597,27.3245346719835,19,9.95143793210256,49.5838185477249,0,9.52133627047063,1,1
95,7,"mobile_worker",0.29775983615466,0.18130075551555,0,3.46968423324722,70.108620509286,0.120546294358352,6,34.5014476160956,28.5935863392886,77.213440684978,3,18,23.8633119999787,95.2382065001712,1,3.23168299484711,5,1
96,7,"mobile_worker",0.329220090968863,0.192077990891616,0,2.84521511888892,26.6321676009113,-0.0628028045445176,4,17.5053700140024,28.6122584470309,77.2090657864315,3,12,29.7828815922095,269.360953673978,5,18.8185407955192,5,1
97,8,"office_fast",0.0702503632243104,0.153521474096573,3,5.38696046621982,26.9695905545859,-0.300268819193958,3,15.9130222872824,40.7527998763206,-73.9789451505226,4.34560534544289,10,5.43415138873768,57.8569382230173,1,26.9814389927853,2,1
98,8,"office_fast",0.184341807191919,0.0940337040654448,1,5.0285952857368,26.9905259732653,-0.427646467405973,0,10.3093184396631,40.751603715596,-73.9801036969795,17.1955903052332,10,1.93630591476669,105.736375299914,0,5.44975920169477,0,0
99,8,"office_fast",0.157420311370747,0.0948470175493406,0,4.98254886554003,9.09903298597547,-1.5865999779353,0,3.92800770003005,40.7507240169698,-73.979404242347,17.6782344273272,10,28.5909785581164,13.1946330627447,3,21.4533181387464,0,0
100,8,"office_fast",0.117425270702245,0.0928323556511089,1,5.46648804922456,22.9830066419943,0.561202266544735,0,8.55963474747215,40.7480014527079,-73.9774124485028,3,11,16.833604535134,31.6796648127051,1,6.56240532353371,0,0
101,8,"office_fast",0.114108086188174,0.0633710110920512,1,5.52020827332107,31.3083332651105,-0.495649925131706,2,8.69323906558878,40.7528912032978,-73.9793655510358,10.6560130785675,8,14.3246723350226,123.582799696043,2,25.5061901020805,2,1
102,8,"office_fast",0.169742191248392,0.126461454013565,1,4.8189320027593,25.5317308164705,-0.623033237856006,0,19.792431432765,40.7462258477623,-73.9801707007631,4.90570668596774,15,13.9924849953747,135.085084208355,1,28.8668158482392,0,0
103,8,"office_fast",0.135049877693354,0.0938223615746613,3,5.2305862854715,20.1483485025296,-0.256633513214502,4,9.32156455880637,40.7492357878315,-73.9796573436478,41.6162465860076,15,17.9662095901992,118.883237427792,5,35.3167684437388,4,0
104,8,"office_fast",0.162047674387421,0.158767453097705,0,5.56327627600082,19.0378275111707,0.545762330096535,1,7.01126065670241,40.751039194673,-73.9803948379157,17.1837735394783,8,17.5343416121971,168.734729446325,3,6.93293445229134,1,0
105,8,"office_fast",0.128526526479443,0.176059215488562,0,6.45341669128256,21.670740060938,0.0383730602958369,3,8.10015234915274,40.7497522879466,-73.9787512223239,3,8,13.1734334679462,15.1650511074528,4,7.27974142083639,4,0
106,8,"office_fast",0.148873489905849,0.0735330465499099,2,4.3444684028483,30.7135288160632,0.651338253753985,0,13.7138361837682,40.7481848658962,-73.9797264665552,3,17,23.3529666342148,22.182197360784,2,8.50423731708277,0,0
107,8,"office_fast",0.136935959931641,0.0451229354234724,10,1.10026991374395,44.379213463211,0.300110339722411,2,6.10992258827805,40.150995099483,-74.5801240409099,17.797164468512,10,13.1043849422804,12.1208596204881,4,44.5861660793354,3,1
108,8,"office_fast",0.120916083051216,0.0519491090565077,0,6.21984449831519,24.454655745638,1.62486200426816,0,9.38665014695481,40.7516393489372,-73.9786567391538,12.8519461392881,7,15.8989441102516,43.9404829635806,4,26.4467958293921,1,1
109,9,"office_fast",0.115790874134451,0.0910679203649019,0,5.056835802059,19.861726046549,-0.0516653938166017,2,8.18924940873807,40.7504055658026,-73.9821971976292,3,10,5.3592841193346,148.65376837736,2,13.4020485728766,2,0
110,9,"office_fast",0.137206368739455,0.1254530649274,1,5.28705505064473,18.9246728518389,-0.215672607513544,2,10.110389304867,40.7500246178026,-73.9824507863052,4.90523663178846,15,15.5132327262789,59.6313317287007,1,13.5840251334436,2,0
111,9,"office_fast",0.166145353967792,0.119119002924953,1,5.61874394837338,11.6660249668954,-0.881961392869592,1,6.36900446638954,40.7532078364428,-73.9782152999317,21.1215077886794,10,8.71794652214704,5.19384083684307,5,26.2532104622332,1,0
112,9,"office_fast",0.0970304514687796,0.102884493130728,1,5.20493496664107,23.4741913396497,-0.988586758626632,2,7.28579923496459,40.7509970867943,-73.9787653265802,8.31021553320565,11,9.95956257957753,269.057800951592,1,58.8960753532318,2,0
113,9,"office_fast",0.11173665924404,0.0697024183568442,1,5.40801725990407,18.5769218737437,0.405766488025414,3,16.9996804361028,40.7505081453522,-73.9761381714557,16.3066902003231,19,22.8979789355208,18.4631509580813,7,22.9288786781394,6,0
114,9,"office_fast",0.0753956185064144,0.080209119158029,1,5.01723072590323,22.4291580506473,-0.22838725289475,2,12.4370686355532,40.7500601984929,-73.9802582871521,21.0397564083352,18,33.6942369977567,46.9458753405557,1,3.42686685749705,1,0
115,9,"office_fast",0.127211252199588,0.145988803199311,0,5.89476895697859,24.2689409102043,0.602464026644942,0,8.46490103653017,40.7502106091359,-73.9795055874023,7.56981342057598,15,10.0887057893072,24.832567236995,5,42.7659923845367,2,1
116,9,"office_fast",0.190400352426209,0.113094345003929,0,5.48748410219519,27.4249051678721,0.528413312602477,1,17.3771536199353,40.7495072303213,-73.9756694709705,3,14,11.3114081363047,49.1853357409784,4,69.8429952911458,2,0
